Fighter,Opponent,Result,Method,Date
Luo Zhou Jiang Cuo,Li Hong Jiang,WIN,Submission,
Luo Zhou Jiang Cuo,Xie Xiao Hong,WIN,Submission,
Luo Zhou Jiang Cuo,Asuka Tsubaki,LOSS,Unanimous Decision,
Luong Thanh Phuc,Temirlan Bekmurzaev,LOSS,TKO,
Lyndon Knowles,Roman Kryklia,LOSS,Knockout,
“Cannon” Ma Jia Wen,Yoon Chang Min,LOSS,Submission,
“Cannon” Ma Jia Wen,Shinechagtga Zoltsetseg,LOSS,Knockout,
“Cannon” Ma Jia Wen,Sagetdao Petpayathai,WIN,Unanimous Decision,
“Cannon” Ma Jia Wen,Ahmed Mujtaba,WIN,Submission,
“Cannon” Ma Jia Wen,Yohan Mulia Legowo,WIN,TKO,
“Cannon” Ma Jia Wen,Jimmy Yabo,WIN,TKO,
“Cannon” Ma Jia Wen,Dagi Arslanaliev,LOSS,TKO,
“Cannon” Ma Jia Wen,Wang Ya Wei,WIN,Unanimous Decision,
“Cannon” Ma Jia Wen,Biekemulati Nulijiao,WIN,TKO,
“Cannon” Ma Jia Wen,Di Yuan Huang,LOSS,Unanimous Decision,
Ma Meng Hao,Chang Shuai,WIN,Submission,
Ma Teng,Sun Shu Wei,LOSS,Submission,
“Tank” Ma Xu Dong,Ahmad Qais Jasoor,LOSS,Knockout,
“Tank” Ma Xu Dong,Zhao Zhi Kang,LOSS,Submission,
Macarena Aragon,Jihin Radzuan,WIN,Unanimous Decision,
Macarena Aragon,Ayaka Miura,LOSS,Submission,
Maciej Karpinski,Donny Smith,WIN,TKO,
Maemmot Sor Salacheep,Satangthong Chor Hapayak,LOSS,Majority Decision,
Maemmot Sor Salacheep,Copter Sor Sommai,WIN,Knockout,
Magnum Sor Sommai,Petnakian Phuyaiyunan,LOSS,Knockout,
Magnum Sor Sommai,Chai Sor Sor ToiPadriew,LOSS,Knockout,
Magnus “Crazy Viking” Andersson,Petchmorakot Petchyindee,LOSS,TKO,
Magomed Akaev,Ibragim Dauev,LOSS,Split Decision,
Magomed “Argo” Magomedov,Yryskeldi Duisheev,LOSS,TKO,
Magomed Magomedov,Alexis Nicolas,LOSS,Unanimous Decision,
Magomet Matiev,Tomoshige Sera,LOSS,Submission,
Mahamongkol Move on Chiangmai,Samingdam Chor Ajalaboon,LOSS,Unanimous Decision,
Mahasamut Nayokgungmuangpet,Rak Erawan,LOSS,Knockout,
Mahesuan Aekmuangnon,Petnaya Bang Saen Fight Club,LOSS,Unanimous Decision,
Mahesuan Aekmuangnon,Panlam Sor Sommai,WIN,TKO,
Mahesuan Aekmuangnon,Yodnumchai Fairtex,LOSS,Knockout,
Mahesuan Aekmuangnon,Pet Suanluangrodyok,WIN,TKO,
Maira Mazar,Jenelyn Olsim,LOSS,Submission,
Maira Mazar,Choi Jeong Yun,WIN,TKO,
Maira Mazar,Ayaka Miura,LOSS,Submission,
Maisangkum Sor Yingcharoenkarnchang,Watcharaphon PK Saenchai,LOSS,Knockout,
Maisangkum Sor Yingcharoenkarnchang,Petsansuk ChotBangsaen,WIN,Knockout,
Maisangkum Sor Yingcharoenkarnchang,Jaoinsee PK Saenchai,WIN,Unanimous Decision,
Maisangkum Sor Yingcharoenkarnchang,Chalarmdam Nayokatasala,WIN,Knockout,
Maisangkum Sor Yingcharoenkarnchang,Mungkorn Boomdeksean,WIN,Unanimous Decision,
Maisangkum Sor Yingcharoenkarnchang,Dionatha Santos Tobias,WIN,Knockout,
Maisangkum Sor Yingcharoenkarnchang,Jomhot Charoenmuang,WIN,Knockout,
Majid Karimi,Kaenpitak NhongBangsai,WIN,Knockout,
Majid Karimi,Pataknin Sinbimuaythai,LOSS,Unanimous Decision,
Majid Karimi,Huo Xiaolong,LOSS,Knockout,
Majid Karimi,Teeyai PK Saenchai,WIN,Knockout,
Majid “Rod Tai” Seydali,Panpayak Jitmuangnon,LOSS,TKO,
Maksim Bakhtin,Javier Aparicio,WIN,Knockout,
Makuto Sato,Luapong Kaewsamrit,LOSS,TKO,
Malena Garcia,Judy Humber,WIN,Unanimous Decision,
Mamuka Usubyan,Khunsuek Superbon Training Camp,WIN,Knockout,
Mamuka Usubyan,Shadow Singha Mawynn,WIN,Unanimous Decision,
Manolis Kallistis,Teeyai PK Saenchai,LOSS,Unanimous Decision,
Mansur Gitinov,Jean Carlos Pereira,LOSS,Submission,
Mansur Malachiev,Bokang Masunyane,WIN,Unanimous Decision,
Mansur Malachiev,Yosuke Saruta,WIN,Unanimous Decision,
Mansur Malachiev,Joshua Pacio,LOSS,Unanimous Decision,
Mansur Malachiev,Jeremy Miado,WIN,Submission,
Manthan “Metal” Rane,Andrey Chelbaev,LOSS,Unanimous Decision,
Manthan “Metal” Rane,Joey Baylon,WIN,Unanimous Decision,
Manthan “Metal” Rane,Allan Albindo,WIN,Unanimous Decision,
ManU Sitjanim,Khundet PK Saenchai,LOSS,TKO,
ManU Sitjanim,Jongangsuk Sor Theppitak,WIN,Unanimous Decision,
Marat “Cobra” Gafurov,Tye Ruotolo,LOSS,Submission,
Marat “Cobra” Gafurov,Ariel Sexton,WIN,TKO,
Marat “Cobra” Gafurov,Ok Rae Yoon,LOSS,Unanimous Decision,
Marat “Cobra” Gafurov,Lowen Tynanes,WIN,Split Decision,
Marat “Cobra” Gafurov,Iuri Lapicus,LOSS,Submission,
Marat “Cobra” Gafurov,Tetsuya Yamada,WIN,Unanimous Decision,
Marat “Cobra” Gafurov,Koyomi Matsushima,LOSS,TKO,
Marat “Cobra” Gafurov,Emilio Urrutia,WIN,Submission,
Marat “Cobra” Gafurov,Shinya Aoki,LOSS,Submission,
Marat “Cobra” Gafurov,Martin Nguyen,LOSS,Knockout,
Marat “Cobra” Gafurov,Narantungalag Jadambaa,WIN,Submission,
Marat “Cobra” Gafurov,Kazunori Yokota,WIN,Submission,
Marat “Cobra” Gafurov,Narantungalag Jadambaa,WIN,Submission,
Marat “Cobra” Gafurov,Martin Nguyen,WIN,Submission,
Marat “Cobra” Gafurov,Ev Ting,WIN,Submission,
Marat “Cobra” Gafurov,Rob Lisita,WIN,Submission,
Marat Grigorian,Abdelali Zahidi,WIN,Knockout,
Marat Grigorian,Superbon,LOSS,Unanimous Decision,
Marat Grigorian,Sitthichai Sitsongpeenong,WIN,Knockout,
Marat Grigorian,Chingiz Allazov,LOSS,Unanimous Decision,
Marat Grigorian,Tayfun Ozcan,WIN,Unanimous Decision,
Marat Grigorian,Superbon,LOSS,Unanimous Decision,
Marat Grigorian,Andy Souwer,WIN,TKO,
Marat Grigorian,Ivan Kondratev,WIN,Knockout,
Marcelo Garcia,Masakazu Imanari,WIN,Submission,
Marcus “Marcote” Paulo Amaral,Dave Bangguigui,LOSS,Unanimous Decision,
Mardanglek Nakatawan,Jack Jackmuaythai Gym,LOSS,Knockout,
Mardsing Khaolakmuaythai,Kongkula Jitmuangnon,LOSS,Knockout,
Mardsing Khaolakmuaythai,Sibsan Nokkhao KorMor11,WIN,Unanimous Decision,
Mardsing Khaolakmuaythai,Patrik Szana,LOSS,Unanimous Decision,
Mariane “Trigun” Mariano,Norika Ryu,LOSS,Unanimous Decision,
Marie McManamon,Allycia Hellen Rodrigues,LOSS,TKO,
Mark “Tyson” Abelardo,Ibragim Dauev,LOSS,Unanimous Decision,
Mark “Tyson” Abelardo,Georgy Shahruramazanov,WIN,TKO,
Mark “Tyson” Abelardo,Taron Grigorian,WIN,TKO,
Mark “Tyson” Abelardo,Kwon Won Il,LOSS,TKO,
Mark “Tyson” Abelardo,Chen Rui,LOSS,Unanimous Decision,
Mark “Tyson” Abelardo,Emilio Urrutia,WIN,Knockout,
Mark “Tyson” Abelardo,Fabricio Andrade,LOSS,Submission,
Mark “Tyson” Abelardo,Troy Worthen,LOSS,Unanimous Decision,
Mark “Tyson” Abelardo,Ayideng Jumayi,WIN,Unanimous Decision,
Mark “Tyson” Abelardo,Shoko Sato,LOSS,TKO,
Mark “Tyson” Abelardo,Daichi Takenaka,WIN,Submission,
Stephen “The Sniper” Loman,John Lineker,LOSS,Unanimous Decision,
Stephen “The Sniper” Loman,Bibiano Fernandes,WIN,Unanimous Decision,
Stephen “The Sniper” Loman,Shoko Sato,WIN,Unanimous Decision,
Stephen “The Sniper” Loman,Yusup Saadulaev,WIN,TKO,
Martin Batur,Paul Elliott,Unknown,Unknown,
Martin “The Situ-Asian” Nguyen,Shamil Gasanov,LOSS,Unanimous Decision,
Martin “The Situ-Asian” Nguyen,Garry Tonon,LOSS,Submission,
Martin “The Situ-Asian” Nguyen,Leonardo Casotti,WIN,Unanimous Decision,
Martin “The Situ-Asian” Nguyen,Ilya Freymanov,LOSS,TKO,
Martin “The Situ-Asian” Nguyen,Kirill Gorobets,WIN,TKO,
Martin “The Situ-Asian” Nguyen,Kim Jae Woong,LOSS,Knockout,
Martin “The Situ-Asian” Nguyen,Thanh Le,LOSS,Knockout,
Martin “The Situ-Asian” Nguyen,Koyomi Matsushima,WIN,TKO,
Martin “The Situ-Asian” Nguyen,Narantungalag Jadambaa,WIN,Knockout,
Martin “The Situ-Asian” Nguyen,Kevin Belingon,LOSS,Unanimous Decision,
Martin “The Situ-Asian” Nguyen,Christian Lee,WIN,Split Decision,
Martin “The Situ-Asian” Nguyen,Bibiano Fernandes,LOSS,Split Decision,
Martin “The Situ-Asian” Nguyen,Eduard Folayang,WIN,Knockout,
Martin “The Situ-Asian” Nguyen,Marat Gafurov,WIN,Knockout,
Martin “The Situ-Asian” Nguyen,Kazunori Yokota,WIN,Knockout,
Martin “The Situ-Asian” Nguyen,Christian Lee,WIN,Submission,
Martin “The Situ-Asian” Nguyen,Li Kai Wen,WIN,TKO,
Martin “The Situ-Asian” Nguyen,Edward Kelly,WIN,TKO,
Martin “The Situ-Asian” Nguyen,Marat Gafurov,LOSS,Submission,
Martin “The Situ-Asian” Nguyen,Rocky Batolbatol,WIN,Submission,
Martine “The Italian Queen” Michieletto,Jackie Buntan,LOSS,Unanimous Decision,
Martine “The Italian Queen” Michieletto,Amber Kitchen,WIN,Unanimous Decision,
Martyna Kierczynska,Yu Yau Pui,WIN,Split Decision,
Martyna Kierczynska,Ekaterina Vandaryeva,LOSS,Unanimous Decision,
Martyna Kierczynska,Nat Jaroonsak,WIN,TKO,
Marvin Dittrich,Nongbia LaoLaneXang,LOSS,Knockout,
Marvin Dittrich,Li-Chih Yeh,WIN,TKO,
Marwen Houli,Bogdan Shumarov,LOSS,Knockout,
Marwin “Green Goblin” Quirante,Torepchi Dongak,LOSS,TKO,
Marwin “Green Goblin” Quirante,Musa Musazade,WIN,Submission,
Marwin “Green Goblin” Quirante,Phan Thanh Tung,WIN,TKO,
Masahito Okuyama,Temirlan Bekmurzaev,LOSS,Unanimous Decision,
Masakazu “Ashikan-Judan” Imanari,Marcelo Garcia,LOSS,Submission,
Masakazu “Ashikan-Judan” Imanari,Mikey Musumeci,LOSS,Submission,
Masakazu “Ashikan-Judan” Imanari,Kwon Won Il,WIN,Submission,
Masakazu “Ashikan-Judan” Imanari,Radeem Rahman,WIN,Submission,
Masakazu “Ashikan-Judan” Imanari,Dae Hwan Kim,LOSS,Unanimous Decision,
Masakazu “Ashikan-Judan” Imanari,Yusup Saadulaev,LOSS,Unanimous Decision,
Masakazu “Ashikan-Judan” Imanari,Leandro Issa,LOSS,Unanimous Decision,
Masakazu “Ashikan-Judan” Imanari,Kevin Belingon,WIN,Submission,
Masatoshi “Masa Bravely” Hirai,Sa Soe Thiha,WIN,Knockout,
Masatoshi “Masa Bravely” Hirai,BM Fairtex,LOSS,Unanimous Decision,
Masaya Katsuno,Sonrak Fairtex,LOSS,Knockout,
Masayoshi Tsuhashi,Soe Lin Oo,LOSS,TKO,
Matheus Gabriel,Kade Ruotolo,LOSS,Unanimous Decision,
Matheus “Guiado por Deus” Pereira,Gadzhimurad Amirzhanov,LOSS,Unanimous Decision,
Matheus “Guiado por Deus” Pereira,Evgenii Morozov,WIN,TKO,
Matheus “Guiado por Deus” Pereira,Khasan Khaliev,WIN,Submission,
Matheus “Guiado por Deus” Pereira,Sumit Bhyan,WIN,TKO,
Matias “El Rasta” Farinelli,Jhanlo Mark Sangiao,LOSS,Submission,
Matt “Pirate” Korro,Sai Nyan Lin,LOSS,Submission,
Maurice Abevi,Samat Mamedov,WIN,TKO,
Maurice Abevi,Zhang Lipeng,WIN,Unanimous Decision,
Maurice Abevi,Blake Cooper,WIN,TKO,
Maurice Abevi,Halil Amir,LOSS,Unanimous Decision,
Mauro “The Hammer” Cerilli,Kirill Grishenko,LOSS,TKO,
Mauro “The Hammer” Cerilli,Paul Elliott,WIN,TKO,
Mauro “The Hammer” Cerilli,Amir Aliakbari,LOSS,TKO,
Mauro “The Hammer” Cerilli,Abdulbasir Vagabov,WIN,TKO,
Mauro “The Hammer” Cerilli,Arjan Bhullar,LOSS,Unanimous Decision,
Mauro “The Hammer” Cerilli,Alain Ngalani,WIN,TKO,
Mauro “The Hammer” Cerilli,Brandon Vera,LOSS,Knockout,
Mauro “Dinamita” Mastromarini,Carlo Bumina-ang,LOSS,TKO,
Mavlonbek “Warrior” Kakhkhorov,Thway Thit Win Hlaing,WIN,Unanimous Decision,
Mavlud Tifiyev,Yod-IQ Or Pimolsri,LOSS,Knockout,
Mavlud Tifiyev,Ferrari Fairtex,LOSS,Unanimous Decision,
Mavlud Tifiyev,Yodphupa Petkiatpet,WIN,Majority Decision,
Mavlud Tifiyev,Rambo Mor Rattanabandit,WIN,Unanimous Decision,
Mavlud Tifiyev,Yod-IQ Or Pimolsri,LOSS,Unanimous Decision,
Mavlud Tifiyev,Alaverdi Ramazanov,WIN,Unanimous Decision,
Mavlud Tifiyev,Muangthai PK Saenchai,LOSS,Unanimous Decision,
Mawin Soonkelahuaitom,Lamsing Sor Dechapan,LOSS,Unanimous Decision,
Maxime “Rukundo” Combes,Enzo Clarisse,WIN,Unanimous Decision,
Maxwell “Leonidas” Djantou Nana,Adnan Larry,WIN,TKO,
Meeka “The Prince” Michael,Joe Welch,LOSS,Unanimous Decision,
Mehdi Barghi,Odie Delaney,LOSS,Submission,
Mehdi Barghi,Kang Ji Won,LOSS,TKO,
Mehdi “Diamond Heart” Zatout,Zuhayr Al-Qahtani,WIN,Unanimous Decision,
Mehdi “Diamond Heart” Zatout,Asa Ten Pow,WIN,TKO,
Mehdi “Diamond Heart” Zatout,Capitan Petchyindee,LOSS,Unanimous Decision,
Mehdi “Diamond Heart” Zatout,Victor Pinto,WIN,Unanimous Decision,
Mehdi “Diamond Heart” Zatout,Han Zi Hao,WIN,Split Decision,
Mehdi “Diamond Heart” Zatout,Nong-O Hama,LOSS,Unanimous Decision,
Mehdi “Diamond Heart” Zatout,Tukkatatong Petpayathai,LOSS,Unanimous Decision,
Mehrdad “Black Wolf” Khanzadeh,Pichitchai PK Saenchai,LOSS,Unanimous Decision,
Mehrdad “Black Wolf” Khanzadeh,Yangdam Jitmuangnon,WIN,Unanimous Decision,
Mei “V.V” Yamaguchi,Danielle Kelly,Unknown,Unknown,
Mei “V.V” Yamaguchi,Jihin Radzuan,LOSS,Unanimous Decision,
Mei “V.V” Yamaguchi,Julie Mezabarba,LOSS,Unanimous Decision,
Mei “V.V” Yamaguchi,Denice Zamboanga,LOSS,Unanimous Decision,
Mei “V.V” Yamaguchi,Jenny Huang,WIN,Unanimous Decision,
Mei “V.V” Yamaguchi,Laura Balin,WIN,Submission,
Mei “V.V” Yamaguchi,Kseniya Lachkova,WIN,Submission,
Mei “V.V” Yamaguchi,Jomary Torres,WIN,Unanimous Decision,
Mei “V.V” Yamaguchi,Angela Lee,LOSS,Unanimous Decision,
Mei “V.V” Yamaguchi,Gina Iniong,WIN,Unanimous Decision,
Mei “V.V” Yamaguchi,Jenny Huang,WIN,Submission,
Mei “V.V” Yamaguchi,Istela Nunes,LOSS,Split Decision,
Mei “V.V” Yamaguchi,Angela Lee,LOSS,Unanimous Decision,
Meng Bo,Xiong Jing Nan,LOSS,Unanimous Decision,
Meng Bo,Chihiro Sawada,WIN,Unanimous Decision,
Meng Bo,Ayaka Miura,LOSS,Submission,
Meng Bo,Dayane Cardoso,WIN,Unanimous Decision,
Meng Bo,Jenelyn Olsim,WIN,Knockout,
Meng Bo,Tiffany Teo,LOSS,Submission,
Meng Bo,Ritu Phogat,LOSS,Unanimous Decision,
Meng Bo,Samara Santos,WIN,Unanimous Decision,
Meng Bo,Priscilla Hertati Lumban Gaol,WIN,Knockout,
Meng Bo,Laura Balin,WIN,TKO,
Meng Ketuogesi,Zou Jin Bo,WIN,Unanimous Decision,
Meng Ketuogesi,Xie Xiao Hong,LOSS,Unanimous Decision,
Meng Ketuogesi,Xia Ming Quan,WIN,TKO,
Meng Ketuogesi,Li Shuai Hu,WIN,Unanimous Decision,
Meng Ketuogesi,Hu Yong,LOSS,TKO,
Meysam Adelniya,Parnpet Sor Jor Lekmuangnon,LOSS,TKO,
Miao Aoqi,Kendu Irving,LOSS,Unanimous Decision,
Miao Aoqi,Elbrus Osmanov,LOSS,Unanimous Decision,
Miao Aoqi,Shingo Shibata,WIN,TKO,
Miao Li Tao,Jeremy Miado,LOSS,TKO,
Miao Li Tao,Alex Silva,LOSS,Unanimous Decision,
Miao Li Tao,Ryuto Sawada,WIN,Unanimous Decision,
Miao Li Tao,Ryuto Sawada,LOSS,Unanimous Decision,
Miao Li Tao,Jeremy Miado,LOSS,Knockout,
Miao Li Tao,Pongsiri Mitsatit,WIN,Unanimous Decision,
Miao Li Tao,Dejdamrong Sor Amnuaysirichoke,WIN,Knockout,
Miao Li Tao,Sim Bunsrun,WIN,TKO,
Michael Baranov,Angel Bauza,WIN,Knockout,
Michael Walker,Kanta Motoyama,LOSS,Unanimous Decision,
Michael Walker,Akuri Ronda,WIN,Unanimous Decision,
Michael Walker,Zechariah Lange,LOSS,Unanimous Decision,
Michelle Nicolini,Xiong Jing Nan,LOSS,Unanimous Decision,
Michelle Nicolini,Angela Lee,WIN,Unanimous Decision,
Michelle Nicolini,Tiffany Teo,LOSS,Unanimous Decision,
Michelle Nicolini,Iryna Kyselova,WIN,Submission,
Michelle Nicolini,Irina Mazepa,WIN,Submission,
Michelle Nicolini,Mona Samir,WIN,Submission,
Miguel “El Unico” Trindade,Sibmuen,WIN,Knockout,
Mihajlo Kecojevic,Beybulat Isaev,LOSS,Knockout,
Mikel “Manos de Plomo” Fernandez,Rungnarai Kiatmoo9,WIN,Disqualification,
Mikhail “Russian Hitman” Gritsanenko,Seiya Matsuda,LOSS,Split Decision,
Mikhail Jamal Abdul-Latif,Kang Ji Won,LOSS,TKO,
Milad Hosseini,Leandro Gomes,LOSS,TKO,
Milana Bjelogrlic,Smilla Sundell,LOSS,Unanimous Decision,
Milena Sakumoto,Bianca Basilio,LOSS,Submission,
Min “The Rhino” Hyuk Lee,Ryoji Kudo,LOSS,Unanimous Decision,
“Double Hearts” Song Min Jong,Carlo Bumina-ang,LOSS,TKO,
“Double Hearts” Song Min Jong,Chen Rui,WIN,Submission,
“Double Hearts” Song Min Jong,Tial Thang,WIN,Unanimous Decision,
“Double Hearts” Song Min Jong,Geje Eustaquio,LOSS,Unanimous Decision,
“Double Hearts” Song Min Jong,Kodai Murata,WIN,Unanimous Decision,
“Double Hearts” Song Min Jong,Alan Philpott,WIN,Submission,
“Double Hearts” Song Min Jong,Masakatsu Ueda,LOSS,Unanimous Decision,
Min Kyaw Za,Ryohei Igado,WIN,Unanimous Decision,
Mirza Aliev,Carlos Alvarez,LOSS,TKO,
“Bullet Princess” Misaki,Ran Longshu,WIN,Unanimous Decision,
Mitchell “Mama's Boy” Chamale,Shuya Kamikubo,LOSS,Submission,
Mo Hao Xiong,Li Zhe,LOSS,Submission,
Mo Hao Xiong,Cai Xiong Xiong,WIN,Unanimous Decision,
Mo Yong Hui “Rakshasa”,Wang Jia Le,WIN,Unanimous Decision,
Moa “The X-Guard” Carlsson,Kana Morimoto,LOSS,Unanimous Decision,
Moa “The X-Guard” Carlsson,Nongfahsai TOP PK Saenchai,LOSS,Unanimous Decision,
Moa “The X-Guard” Carlsson,Celest Hansen,WIN,Unanimous Decision,
Moa “The X-Guard” Carlsson,Tsz Ching Phoebe Lo,WIN,Unanimous Decision,
Moe Htet Aung,Khunponnoi Sor Sommai,LOSS,Unanimous Decision,
Moe Htet Aung,Samingdam NF Looksuan,LOSS,Unanimous Decision,
Moe Htet Aung,Kazuki Yamagishi,WIN,Split Decision,
Moe Htet Aung,Tomoya Maruyama,WIN,TKO,
“Dayat” Hidayat Abdul,Toreq,LOSS,TKO,
“Dayat” Hidayat Abdul,Sanya Kongkatonk,WIN,Submission,
Mohamed Hanoun,Chanajon PK Saenchai,LOSS,Knockout,
Mohamed Taoufyq,Superchub Bang Saen Fight Club,WIN,Knockout,
Mohamed Taoufyq,Asadula Imangazaliev,LOSS,Unanimous Decision,
Mohamed “The Buraq” Younes Rabah,Eddie Abasolo,WIN,Unanimous Decision,
Mohamed “The Buraq” Younes Rabah,Saemapetch Fairtex,LOSS,TKO,
Mohamed “The Buraq” Younes Rabah,Saemapetch Fairtex,WIN,Knockout,
Mohammad “The Spear” Aburumuh,Zayed Alkatheeri,LOSS,Submission,
Mohammad “Butcher” Ali,Nong Oh LaoLaneXang,WIN,Unanimous Decision,
Mohammad Fahmi,Antonio Bushev,WIN,Unanimous Decision,
Mohammad Sadeghi,Black Panther,LOSS,Split Decision,
Mohammad Sadeghi,Chalarm Paranchai,LOSS,Majority Decision,
Mohammad Sadeghi,Elias Ghazali,WIN,Unanimous Decision,
Mohammad Sadeghi,Angelos Giakoumis,WIN,Unanimous Decision,
Mohammad Siasarani,Kaito,WIN,Unanimous Decision,
Mohammad Siasarani,Liu Mengyang,WIN,Split Decision,
Mohammad Siasarani,Khunsuek Superbon Training Camp,LOSS,Unanimous Decision,
Mohammad Siasarani,Shadow Singha Mawynn,LOSS,Unanimous Decision,
Mohammad Siasarani,Sitthichai Sitsongpeenong,WIN,Unanimous Decision,
Mohammad Siasarani,Satanfah Sitsongpeenong,WIN,Knockout,
Mohammad Siasarani,Mohammed Boutasaa,WIN,Unanimous Decision,
Mohammad Siasarani,Avatar PK Saenchai,WIN,Majority Decision,
Mohammed “Jordan Boy” Bin Mahmoud,Han Zi Hao,LOSS,Knockout,
Mohammed “Jordan Boy” Bin Mahmoud,Liam Harrison,LOSS,Knockout,
Mohammed “Jordan Boy” Bin Mahmoud,Saiful Merican,WIN,Unanimous Decision,
Mohammed “Jordan Boy” Bin Mahmoud,Andrew Miller,LOSS,Unanimous Decision,
Mohammed “Jordan Boy” Bin Mahmoud,Panicos Yusuf,LOSS,Unanimous Decision,
Mohammed “Jordan Boy” Bin Mahmoud,Hiroaki Suzuki,LOSS,TKO,
Mohammed “Jordan Boy” Bin Mahmoud,Stergos Mikkios,WIN,Knockout,
Mohammed “Too Sharp” Boutasaa,Dmitry Changelia,WIN,Split Decision,
Mohammed “Too Sharp” Boutasaa,Furkan Karabag,WIN,Unanimous Decision,
Mohammed “Too Sharp” Boutasaa,Mohammad Siasarani,LOSS,Unanimous Decision,
Mohammed “Too Sharp” Boutasaa,Sitthichai Sitsongpeenong,LOSS,Unanimous Decision,
Mohammed “Too Sharp” Boutasaa,Davit Kiria,WIN,Unanimous Decision,
Mohawk Ngorbangkapi,Petwichit Singha Mawynn,LOSS,Knockout,
Moises “The Lion King” Lois Ilogon,Lee Seung Chul,LOSS,TKO,
Moises “The Lion King” Lois Ilogon,Cho Joon Gun,WIN,TKO,
Mongkolkaew Sor Sommai,ET Wankhongohm MBK,LOSS,Unanimous Decision,
Mongkolkaew Sor Sommai,Denkriangkrai Singha Mawynn,WIN,Unanimous Decision,
Mongkolkaew Sor Sommai,ET Wankhongohm MBK,LOSS,Knockout,
Mongkolkaew Sor Sommai,Chorfah Tor Sangtiennoi,LOSS,Knockout,
Mongkolkaew Sor Sommai,Sonrak Fairtex,WIN,Knockout,
Mongkolkaew Sor Sommai,Petmuangsri Wankhongohm MBK,LOSS,Unanimous Decision,
Mongkolpetch Petchyindee,Jonathan Haggerty,LOSS,Unanimous Decision,
Mongkolpetch Petchyindee,Elias Mahmoudi,WIN,Majority Decision,
Mongkolpetch Petchyindee,Sok Thy,WIN,Unanimous Decision,
Mongkolpetch Petchyindee,Joseph Lasiri,WIN,Majority Decision,
Mongkolpetch Petchyindee,Alexi Serepisos,WIN,Unanimous Decision,
Monjit “Shotgun” Yein,Justin Jones Matoto,WIN,Unanimous Decision,
Moris Boleyan,Gantogtokh Baatarchuluun,WIN,Submission,
Moris Boleyan,Felipe Silva,WIN,Submission,
Mowgli Chor Ajalaboon,Chartpayak Saksatoon,LOSS,Knockout,
Mowgli Chor Ajalaboon,Win Sitjanim,LOSS,Knockout,
Muanglao Kiattongyot,Songpandin Chor Kaewwiset,WIN,Unanimous Decision,
Muanglao Kiattongyot,Rambong Sor Therapat,LOSS,Unanimous Decision,
Muangsap Kiatsongrit,Sibsan Nokkhao KorMor11,LOSS,Split Decision,
Muangsap Kiatsongrit,Baramee Sujeebameekiew,LOSS,Majority Decision,
“Elbow Zombie” Muangthai PK Saenchai,Ibragim Abdulmedzhidov,WIN,TKO,
“Elbow Zombie” Muangthai PK Saenchai,Kongsuk Fairtex,WIN,Knockout,
“Elbow Zombie” Muangthai PK Saenchai,Nakrob Fairtex,LOSS,Split Decision,
“Elbow Zombie” Muangthai PK Saenchai,Nabil Anane,LOSS,Unanimous Decision,
“Elbow Zombie” Muangthai PK Saenchai,Yodlekpet Or Atchariya,WIN,Unanimous Decision,
“Elbow Zombie” Muangthai PK Saenchai,Nico Carrillo,LOSS,TKO,
“Elbow Zombie” Muangthai PK Saenchai,Kulabdam Sor Jor Piek Uthai,WIN,Knockout,
“Elbow Zombie” Muangthai PK Saenchai,Mavlud Tifiyev,WIN,Unanimous Decision,
“Elbow Zombie” Muangthai PK Saenchai,Vladimir Kuzmin,WIN,Split Decision,
“Elbow Zombie” Muangthai PK Saenchai,Liam Harrison,LOSS,TKO,
“Elbow Zombie” Muangthai PK Saenchai,Brice Delval,WIN,Split Decision,
“Elbow Zombie” Muangthai PK Saenchai,Kenta Yamada,WIN,Unanimous Decision,
“Elbow Zombie” Muangthai PK Saenchai,Panicos Yusuf,WIN,Unanimous Decision,
Muga Seto,Super Yay Chan,WIN,Unanimous Decision,
Muga Seto,Eh Mwi,LOSS,Knockout,
Muga Seto,Alber Da Silva,WIN,Knockout,
Muga Seto,Kabilan Jelevan,WIN,Knockout,
Mukhammadumar Abdurakhmonov,Gwanwoo Lim,WIN,Unanimous Decision,
Mungkorn Boomdeksean,Watcharaphon PK Saenchai,LOSS,Knockout,
Mungkorn Boomdeksean,Tonglampoon FA Group,LOSS,Split Decision,
Mungkorn Boomdeksean,Tonglampoon FA Group,LOSS,Split Decision,
Mungkorn Boomdeksean,Poye Adsanpatong,WIN,Knockout,
Mungkorn Boomdeksean,Kaenlek Sor Chokmeechai,WIN,Unanimous Decision,
Mungkorn Boomdeksean,Maisangkum Sor Yingcharoenkarnchang,LOSS,Unanimous Decision,
Mungkorn Boomdeksean,Songchainoi Kiatsongrit,LOSS,Knockout,
Murad Umachiev,Ibragim Shaymanov,WIN,Unanimous Decision,
Murugan “Wolverine” Silvarajoo,Eko Roni Saputra,LOSS,Submission,
Musa Musazade,Marwin Quirante,LOSS,Submission,
Mustafa Al Tekreeti,Eduard Saik,WIN,Unanimous Decision,
Mustafa Al Tekreeti,George Jarvis,LOSS,Split Decision,
Mustafa Al Tekreeti,Chanajon PK Saenchai,WIN,Knockout,
Mustafa Al Tekreeti,Rungrawee Sitsongpeenong,LOSS,Unanimous Decision,
Mustapha “Dynamite” Haida,Arian Sadikovic,LOSS,Unanimous Decision,
